x-axis,1
second,Volt
+0.0E+00,+1.9291803373635E+00
+156.3E-12,+2.0010396361031E+00
+312.5E-12,+2.0673712964781E+00
+468.8E-12,+2.1337029568531E+00
+625.0E-12,+2.1889793404989E+00
+781.3E-12,+2.2442557241448E+00
+937.5E-12,+2.2884768310614E+00
+1.0938E-09,+2.3216426612489E+00
+1.2500E-09,+2.3548084914364E+00
+1.4063E-09,+2.3658637681656E+00
+1.5625E-09,+2.3769190448948E+00
+1.7188E-09,+2.3824466832593E+00
+1.8750E-09,+2.3879743216239E+00
+2.0313E-09,+2.3935019599885E+00
+2.1875E-09,+2.3990295983531E+00
+2.3438E-09,+2.4100848750823E+00
+2.5000E-09,+2.4266677901760E+00
+2.6563E-09,+2.4487783436343E+00
+2.8125E-09,+2.4819441738218E+00
+2.9688E-09,+2.5206376423739E+00
+3.1250E-09,+2.5648587492906E+00
+3.2813E-09,+2.6146074945718E+00
+3.4375E-09,+2.6643562398531E+00
+3.5938E-09,+2.7196326234989E+00
+3.7500E-09,+2.7693813687802E+00
+3.9063E-09,+2.8136024756968E+00
+4.0625E-09,+2.8522959442489E+00
+4.2188E-09,+2.8909894128010E+00
+4.3750E-09,+2.9186276046239E+00
+4.5313E-09,+2.9407381580822E+00
+4.6875E-09,+2.9573210731760E+00
+4.8438E-09,+2.9628487115406E+00
+5.0000E-09,+2.9739039882697E+00
+5.1563E-09,+2.9739039882697E+00
+5.3125E-09,+2.9683763499052E+00
+5.4688E-09,+2.9628487115406E+00
+5.6250E-09,+2.9517934348114E+00
+5.7813E-09,+2.9462657964468E+00
+5.9375E-09,+2.9407381580822E+00
+6.0938E-09,+2.9352105197177E+00
+6.2500E-09,+2.9352105197177E+00
+6.4063E-09,+2.9352105197177E+00
+6.5625E-09,+2.9352105197177E+00
+6.7188E-09,+2.9352105197177E+00
+6.8750E-09,+2.9407381580822E+00
+7.0313E-09,+2.9462657964468E+00
+7.1875E-09,+2.9517934348114E+00
+7.3438E-09,+2.9573210731760E+00
+7.5000E-09,+2.9628487115406E+00
+7.6563E-09,+2.9683763499052E+00
+7.8125E-09,+2.9739039882697E+00
+7.9688E-09,+2.9794316266343E+00
+8.1250E-09,+2.9904869033635E+00
+8.2813E-09,+3.0015421800927E+00
+8.4375E-09,+3.0125974568218E+00
+8.5938E-09,+3.0236527335510E+00
+8.7500E-09,+3.0347080102802E+00
+8.9063E-09,+3.0457632870093E+00
+9.0625E-09,+3.0512909253739E+00
+9.2188E-09,+3.0568185637385E+00
+9.3750E-09,+3.0623462021031E+00
+9.5313E-09,+3.0678738404677E+00
+9.6875E-09,+3.0678738404677E+00
+9.8438E-09,+3.0623462021031E+00
+10.0000E-09,+3.0512909253739E+00
+10.1563E-09,+3.0402356486447E+00
+10.3125E-09,+3.0291803719156E+00
+10.4688E-09,+3.0181250951864E+00
+10.6250E-09,+2.9960145417281E+00
+10.7813E-09,+2.9794316266343E+00
+10.9375E-09,+2.9628487115406E+00
+11.0938E-09,+2.9462657964468E+00
+11.2500E-09,+2.9296828813531E+00
+11.4063E-09,+2.9241552429885E+00
+11.5625E-09,+2.9241552429885E+00
+11.7188E-09,+2.9241552429885E+00
+11.8750E-09,+2.9296828813531E+00
+12.0313E-09,+2.9462657964468E+00
+12.1875E-09,+2.9628487115406E+00
+12.3438E-09,+2.9904869033635E+00
+12.5000E-09,+3.0181250951864E+00
+12.6563E-09,+3.0457632870093E+00
+12.8125E-09,+3.0734014788322E+00
+12.9688E-09,+3.0955120322906E+00
+13.1250E-09,+3.1120949473843E+00
+13.2813E-09,+3.1286778624781E+00
+13.4375E-09,+3.1342055008427E+00
+13.5938E-09,+3.1342055008427E+00
+13.7500E-09,+3.1231502241135E+00
+13.9063E-09,+3.1065673090197E+00
+14.0625E-09,+3.0899843939260E+00
+14.2188E-09,+3.0678738404677E+00
+14.3750E-09,+3.0402356486447E+00
+14.5313E-09,+3.0125974568218E+00
+14.6875E-09,+2.9960145417281E+00
+14.8438E-09,+2.9794316266343E+00
+15.0000E-09,+2.9628487115406E+00
+15.1563E-09,+2.9573210731760E+00
+15.3125E-09,+2.9573210731760E+00
+15.4688E-09,+2.9628487115406E+00
+15.6250E-09,+2.9794316266343E+00
+15.7813E-09,+3.0015421800927E+00
+15.9375E-09,+3.0181250951864E+00
+16.0938E-09,+3.0402356486447E+00
+16.2500E-09,+3.0623462021031E+00
+16.4063E-09,+3.0789291171968E+00
+16.5625E-09,+3.0899843939260E+00
+16.7188E-09,+3.1010396706552E+00
+16.8750E-09,+3.1010396706552E+00
+17.0313E-09,+3.0955120322906E+00
+17.1875E-09,+3.0789291171968E+00
+17.3438E-09,+3.0512909253739E+00
+17.5000E-09,+3.0181250951864E+00
+17.6563E-09,+2.9794316266343E+00
+17.8125E-09,+2.9407381580822E+00
+17.9688E-09,+2.8909894128010E+00
+18.1250E-09,+2.8467683058843E+00
+18.2813E-09,+2.7970195606031E+00
+18.4375E-09,+2.7472708153218E+00
+18.5938E-09,+2.6919944316760E+00
+18.7500E-09,+2.6422456863948E+00
+18.9063E-09,+2.5814416643843E+00
+19.0625E-09,+2.5206376423739E+00
+19.2188E-09,+2.4653612587281E+00
+19.3750E-09,+2.3990295983531E+00
+19.5313E-09,+2.3271702996135E+00
+19.6875E-09,+2.2553110008739E+00
+19.8438E-09,+2.1779240637698E+00
+20.0000E-09,+2.1005371266656E+00
+20.1563E-09,+2.0176225511969E+00
+20.3125E-09,+1.9347079757281E+00
+20.4688E-09,+1.8407381235302E+00
+20.6250E-09,+1.7578235480615E+00
+20.7813E-09,+1.6693813342281E+00
+20.9375E-09,+1.5864667587594E+00
+21.0938E-09,+1.5035521832906E+00
+21.2500E-09,+1.4206376078219E+00
+21.4063E-09,+1.3487783090823E+00
+21.5625E-09,+1.2769190103427E+00
+21.7187E-09,+1.2050597116031E+00
+21.8750E-09,+1.1442556895927E+00
+22.0312E-09,+1.0834516675823E+00
+22.1875E-09,+1.0226476455719E+00
+22.3437E-09,+967.3712619260E-03
+22.5000E-09,+912.0948782802E-03
+22.6562E-09,+856.8184946344E-03
+22.8125E-09,+807.0697493531E-03
+22.9687E-09,+762.8486424365E-03
+23.1250E-09,+718.6275355198E-03
+23.2812E-09,+679.9340669677E-03
+23.4375E-09,+641.2405984156E-03
+23.5937E-09,+608.0747682281E-03
+23.7500E-09,+574.9089380406E-03
+23.9062E-09,+552.7983845823E-03
+24.0625E-09,+536.2154694885E-03
