x-axis,1,2
second,Volt,Volt
+0.0E+00,+1.9635066594929E+00,-583.2629902288E-03
+156.3E-12,+2.0532051529735E+00,-708.8911337778E-03
+312.5E-12,+2.1534564103931E+00,-960.1474208757E-03
+468.8E-12,+2.2537076678127E+00,-1.2114037079737E+00
+625.0E-12,+2.3486825432628E+00,-1.4626599950716E+00
+781.3E-12,+2.4436574187130E+00,-1.7139162821695E+00
+937.5E-12,+2.5386322941631E+00,-1.9651725692675E+00
+1.0938E-09,+2.6283307876438E+00,-2.3420569999144E+00
+1.2500E-09,+2.7180292811245E+00,-2.5933132870123E+00
+1.4063E-09,+2.8077277746052E+00,-2.7189414305612E+00
+1.5625E-09,+2.8815971221775E+00,-2.8445695741102E+00
+1.7188E-09,+2.9554664697498E+00,-2.8445695741102E+00
+1.8750E-09,+3.0240594353527E+00,-2.8445695741102E+00
+2.0313E-09,+3.0873760189861E+00,-2.7189414305612E+00
+2.1875E-09,+3.1454162206501E+00,-2.5933132870123E+00
+2.3438E-09,+3.1981800403446E+00,-2.3420569999144E+00
+2.5000E-09,+3.2509438600391E+00,-1.9651725692674E+00
+2.6563E-09,+3.2984312977642E+00,-1.5882881386206E+00
+2.8125E-09,+3.3459187354893E+00,-1.3370318515226E+00
+2.9688E-09,+3.3934061732143E+00,-960.1474208757E-03
+3.1250E-09,+3.4408936109394E+00,-708.8911337778E-03
+3.2813E-09,+3.4936574306339E+00,-457.6348466799E-03
+3.4375E-09,+3.5411448683590E+00,-332.0067031309E-03
+3.5938E-09,+3.5939086880535E+00,-206.3785595819E-03
+3.7500E-09,+3.6466725077480E+00,-332.0067031309E-03
+3.9063E-09,+3.6994363274425E+00,-457.6348466799E-03
+4.0625E-09,+3.7574765291065E+00,-708.8911337778E-03
+4.2188E-09,+3.8102403488010E+00,-960.1474208757E-03
+4.3750E-09,+3.8682805504650E+00,-1.2114037079737E+00
+4.5313E-09,+3.9263207521290E+00,-1.4626599950716E+00
+4.6875E-09,+3.9790845718235E+00,-1.7139162821695E+00
+4.8438E-09,+4.0371247734875E+00,-1.9651725692675E+00
+5.0000E-09,+4.0898885931820E+00,-1.9651725692675E+00
+5.1563E-09,+4.1426524128765E+00,-1.9651725692675E+00
+5.3125E-09,+4.1901398506016E+00,-1.9651725692675E+00
+5.4688E-09,+4.2376272883266E+00,-1.8395444257185E+00
+5.6250E-09,+4.2798383440822E+00,-1.7139162821695E+00
+5.7813E-09,+4.3167730178684E+00,-1.5882881386206E+00
+5.9375E-09,+4.3537076916546E+00,-1.4626599950716E+00
