x-axis,1
second,Volt
+0.0E+00,+70.5064395861700E+00
+156.3E-12,+71.3858365910128E+00
+312.5E-12,+72.1396054523066E+00
+468.8E-12,+72.8933743136004E+00
+625.0E-12,+73.3958868877962E+00
+781.3E-12,+73.8983994619921E+00
+937.5E-12,+74.2752838926390E+00
+1.0938E-09,+74.2752838926390E+00
+1.2500E-09,+74.2752838926390E+00
+1.4063E-09,+74.2752838926390E+00
+1.5625E-09,+74.0240276055411E+00
+1.7188E-09,+73.7727713184431E+00
+1.8750E-09,+73.5215150313452E+00
+2.0313E-09,+73.2702587442473E+00
+2.1875E-09,+73.0190024571493E+00
+2.3438E-09,+73.0190024571493E+00
+2.5000E-09,+73.0190024571493E+00
+2.6563E-09,+73.0190024571493E+00
+2.8125E-09,+73.1446306006983E+00
+2.9688E-09,+73.2702587442473E+00
+3.1250E-09,+73.5215150313452E+00
+3.2813E-09,+73.6471431748942E+00
+3.4375E-09,+73.8983994619921E+00
+3.5938E-09,+74.0240276055411E+00
+3.7500E-09,+74.2752838926390E+00
+3.9063E-09,+74.2752838926390E+00
+4.0625E-09,+74.5265401797369E+00
+4.2188E-09,+74.6521683232859E+00
+4.3750E-09,+74.6521683232859E+00
+4.5313E-09,+74.7777964668348E+00
+4.6875E-09,+74.9034246103838E+00
+4.8438E-09,+74.9034246103838E+00
+5.0000E-09,+75.0290527539328E+00
+5.1563E-09,+75.0290527539328E+00
+5.3125E-09,+75.2803090410307E+00
+5.4688E-09,+75.4059371845797E+00
+5.6250E-09,+75.5315653281286E+00
+5.7813E-09,+75.6571934716776E+00
+5.9375E-09,+75.7828216152266E+00
+6.0938E-09,+75.9084497587755E+00
+6.2500E-09,+76.0340779023245E+00
+6.4063E-09,+76.0340779023245E+00
+6.5625E-09,+76.1597060458735E+00
+6.7188E-09,+76.1597060458735E+00
+6.8750E-09,+76.1597060458735E+00
+7.0313E-09,+76.0340779023245E+00
+7.1875E-09,+75.9084497587755E+00
+7.3438E-09,+75.9084497587755E+00
+7.5000E-09,+75.7828216152266E+00
+7.6563E-09,+75.7828216152266E+00
+7.8125E-09,+75.5315653281286E+00
+7.9688E-09,+75.4059371845797E+00
+8.1250E-09,+75.2803090410307E+00
+8.2813E-09,+75.1546808974817E+00
+8.4375E-09,+74.9034246103838E+00
+8.5938E-09,+74.6521683232859E+00
+8.7500E-09,+74.2752838926390E+00
+8.9063E-09,+74.0240276055411E+00
+9.0625E-09,+73.6471431748942E+00
+9.2188E-09,+73.2702587442473E+00
+9.3750E-09,+72.8933743136004E+00
+9.5313E-09,+72.5164898829535E+00
+9.6875E-09,+72.1396054523066E+00
+9.8438E-09,+72.0139773087576E+00
+10.0000E-09,+71.8883491652086E+00
+10.1563E-09,+71.8883491652086E+00
+10.3125E-09,+72.0139773087576E+00
+10.4688E-09,+72.1396054523066E+00
+10.6250E-09,+72.5164898829535E+00
+10.7813E-09,+72.8933743136004E+00
+10.9375E-09,+73.2702587442473E+00
+11.0938E-09,+73.6471431748942E+00
+11.2500E-09,+74.0240276055411E+00
+11.4063E-09,+74.2752838926390E+00
+11.5625E-09,+74.5265401797369E+00
+11.7188E-09,+74.7777964668348E+00
+11.8750E-09,+74.7777964668348E+00
+12.0313E-09,+74.7777964668348E+00
+12.1875E-09,+74.5265401797369E+00
+12.3438E-09,+74.4009120361879E+00
+12.5000E-09,+74.0240276055410E+00
+12.6563E-09,+73.6471431748941E+00
+12.8125E-09,+73.0190024571493E+00
+12.9688E-09,+72.3908617394044E+00
+13.1250E-09,+71.5114647345617E+00
+13.2813E-09,+70.5064395861699E+00
+13.4375E-09,+69.5014144377782E+00
+13.5938E-09,+67.9938767151906E+00
+13.7500E-09,+66.3607108490539E+00
+13.9063E-09,+64.6019168393685E+00
+14.0625E-09,+62.3406102554870E+00
+14.2188E-09,+59.9536755280567E+00
+14.3750E-09,+57.1898563699795E+00
+14.5313E-09,+54.1747809248042E+00
+14.6875E-09,+51.0340773360801E+00
+14.8438E-09,+47.3908611731601E+00
+15.0000E-09,+43.7476450102399E+00
+15.1563E-09,+39.7275444166730E+00
+15.3125E-09,+35.5818156795573E+00
+15.4688E-09,+31.3104587988924E+00
+15.6250E-09,+26.7878456311296E+00
+15.7813E-09,+22.1396043198180E+00
+15.9375E-09,+17.4913630085063E+00
+16.0938E-09,+12.7174935536456E+00
+16.2500E-09,+7.8179959552361E+00
+16.4063E-09,+2.7928702132775E+00
+16.5625E-09,-2.1066273851322E+00
+16.7188E-09,-7.2573812706396E+00
+16.8750E-09,-12.2825070125982E+00
+17.0313E-09,-17.3076327545568E+00
+17.1875E-09,-22.3327584965153E+00
+17.3438E-09,-27.3578842384739E+00
+17.5000E-09,-32.2573818368836E+00
+17.6563E-09,-37.0312512917441E+00
+17.8125E-09,-41.4282363159579E+00
+17.9688E-09,-45.5739650530738E+00
+18.1250E-09,-49.4684375030917E+00
+18.2813E-09,-53.1116536660117E+00
+18.4375E-09,-56.6292416853827E+00
+18.5938E-09,-59.5186889870089E+00
+18.7500E-09,-62.1568800015372E+00
+18.9063E-09,-64.6694428725165E+00
+19.0625E-09,-66.6794931693000E+00
+19.2188E-09,-68.5639153225345E+00
+19.3750E-09,-70.3227093322200E+00
+19.5313E-09,-71.8302470548076E+00
+19.6875E-09,-73.2121566338462E+00
+19.8438E-09,-74.3428099257870E+00
+20.0000E-09,-75.4734632177276E+00
+20.1563E-09,-76.2272320790215E+00
+20.3125E-09,-76.9810009403153E+00
+20.4688E-09,-77.4835135145112E+00
+20.6250E-09,-77.8603979451581E+00
+20.7813E-09,-77.8603979451582E+00
+20.9375E-09,-77.8603979451582E+00
+21.0938E-09,-77.7347698016092E+00
+21.2500E-09,-77.3578853709624E+00
+21.4063E-09,-77.1066290838644E+00
+21.5625E-09,-76.6041165096687E+00
+21.7187E-09,-76.2272320790217E+00
+21.8750E-09,-75.7247195048259E+00
+22.0312E-09,-75.2222069306301E+00
+22.1875E-09,-74.8453224999831E+00
+22.3437E-09,-74.7196943564341E+00
+22.5000E-09,-74.5940662128851E+00
+22.6562E-09,-74.5940662128851E+00
+22.8125E-09,-74.7196943564340E+00
+22.9687E-09,-74.8453224999830E+00
+23.1250E-09,-75.0965787870808E+00
+23.2812E-09,-75.4734632177277E+00
+23.4375E-09,-75.8503476483746E+00
+23.5937E-09,-76.2272320790215E+00
+23.7500E-09,-76.6041165096684E+00
+23.9062E-09,-77.1066290838642E+00
+24.0625E-09,-77.6091416580600E+00
